Time (s),Sensor 1 (m),Sensor 2 (m),Sensor 3 (m),Sensor 4 (m),Sensor 5 (m)
425,0.046044122,0.044901639,0.047253365,0.25922469,0.051383693
426,0.045895321,0.04407073,0.047083701,0.259350915,0.051134605
427,0.044988504,0.045264599,0.048466039,0.258238214,0.051264641
428,0.045842498,0.043683914,0.047510829,0.259226348,0.051510706
429,0.04367142,0.04396303,0.047489601,0.258254196,0.050864587
430,0.045666426,0.046320032,0.046565658,0.26009701,0.05171349
431,0.046288578,0.045879739,0.046732932,0.259633239,0.05074785
432,0.046006825,0.042659935,0.048343628,0.259049899,0.050705287
433,0.044252497,0.043879586,0.048106436,0.259519278,0.049547356
434,0.046825624,0.040164528,0.047047901,0.258375227,0.048395458
435,0.045433997,0.046703794,0.046943615,0.260017094,0.051188537
436,0.044589392,0.043232628,0.048467694,0.259147476,0.052108569
437,0.044317047,0.045790223,0.049059238,0.258400345,0.051945703
438,0.044727018,0.044013107,0.045972434,0.258987195,0.052185745
439,0.045528488,0.044749591,0.047582423,0.259965395,0.051462811
440,0.045182193,0.045164471,0.046486912,0.259035162,0.05101485
441,0.045182185,0.044165535,0.047930815,0.258937792,0.050817052
442,0.045516752,0.045860757,0.047262668,0.259012532,0.05131734
443,0.046402453,0.045030976,0.047644468,0.258525917,0.051391497
444,0.044146274,0.044878533,0.046477607,0.258591113,0.050905759
445,0.045785843,0.045181155,0.047006631,0.259665413,0.050445029
446,0.045343608,0.045185326,0.048004063,0.259039735,0.051028525
447,0.045105908,0.04407073,0.048233855,0.259365438,0.052014535
448,0.043180742,0.04226099,0.047006623,0.258519075,0.049256598
449,0.044310618,0.043198455,0.047229261,0.258364843,0.048893972
450,0.045876273,0.044338464,0.046683768,0.259124204,0.050776783
451,0.044292987,0.04357771,0.046902356,0.258821547,0.049697623
452,0.045075666,0.046441001,0.046129942,0.25944619,0.050899713
453,0.043719842,0.043170416,0.047182484,0.259076266,0.051243185
454,0.044844712,0.042993678,0.046425113,0.259284484,0.050095014
455,0.046397139,0.04597452,0.047279376,0.258892123,0.048984447
456,0.046386296,0.04506854,0.048536895,0.259105953,0.051584689
457,0.044460275,0.042625821,0.048918701,0.259130853,0.052152917
458,0.046015055,0.044847418,0.047660206,0.258783968,0.052322344
459,0.046000975,0.046505469,0.04800478,0.259191057,0.052305477
460,0.044953012,0.044880798,0.047458093,0.25858988,0.052224773
461,0.045414632,0.043016054,0.047528966,0.259165322,0.051133901
462,0.04438397,0.045090894,0.04800478,0.258910809,0.051095572
463,0.045422834,0.046088331,0.047420164,0.258780035,0.050584648
464,0.046082862,0.044551258,0.048571036,0.259174462,0.050870447
465,0.045167524,0.04274718,0.047470264,0.259276175,0.051618929
466,0.0447238,0.045289611,0.046649644,0.259099111,0.051444176
467,0.044474954,0.043312242,0.047427321,0.259116323,0.051246381
468,0.046583212,0.044305096,0.04699351,0.25940281,0.05072019
469,0.044333204,0.03956191,0.046951504,0.258544196,0.051580781
470,0.04464514,0.045360166,0.04688327,0.258993845,0.051111547
471,0.04543077,0.044280071,0.047578836,0.259994241,0.051135852
472,0.045775005,0.045701457,0.047887857,0.259122563,0.051455705
473,0.046015045,0.043921321,0.047258622,0.259215565,0.051319289
474,0.043248255,0.044723049,0.048097853,0.259193133,0.050840116
475,0.043345394,0.043003554,0.047132614,0.25888444,0.049748364
476,0.043813469,0.042060735,0.047011872,0.259094538,0.0500801
477,0.045043391,0.042477903,0.047332102,0.259197307,0.050103525
478,0.030253427,0.040388287,0.04729369,0.258753046,0.05002227
479,0.044849712,0.044355173,0.047303243,0.259795573,0.049299516
480,0.044965027,0.043562555,0.046732932,0.258696993,0.050914622
481,0.046170034,0.044743132,0.047836075,0.259172171,0.050675309
482,0.045056011,0.044787485,0.047821026,0.259247117,0.050428535
483,0.04841034,0.045685912,0.047216608,0.259430222,0.050072296
484,0.047593606,0.045202022,0.047930566,0.259210999,0.048384283
485,0.047826335,0.048234828,0.04905711,0.25916615,0.050873822
486,0.050018547,0.047848001,0.051228543,0.259064447,0.052321451
487,0.0476388,0.045952915,0.051770701,0.258873038,0.052923394
488,0.047271676,0.046372723,0.053077857,0.259124645,0.054496451
489,0.045756796,0.042678146,0.051248358,0.259051151,0.053620065
490,0.045783798,0.045811464,0.04874212,0.259485834,0.05383473
491,0.045659951,0.044905823,0.047526342,0.25927265,0.054113788
492,0.043284061,0.045368871,0.048623514,0.2590146,0.054283567
493,0.044530711,0.046099695,0.047520402,0.259242959,0.054021007
494,0.044681833,0.043566717,0.047053869,0.260083312,0.054031825
495,0.044028874,0.042868527,0.04652295,0.259211819,0.054913342
496,0.044136288,0.039040456,0.04775733,0.258966654,0.053672756
497,0.042846204,0.044495486,0.048066824,0.259035376,0.054384686
498,0.045299594,0.046103475,0.046582601,0.258667922,0.053499424
499,0.045437215,0.044997648,0.046471158,0.259302324,0.052630667
500,0.043832834,0.044955874,0.047381997,0.259176745,0.051403197
501,0.043509433,0.045121251,0.047179153,0.259037445,0.052168891
502,0.044765778,0.045719305,0.046822881,0.259087695,0.052417959
503,0.044841787,0.044711674,0.046289074,0.259195221,0.051326203
504,0.04535328,0.0440715,0.047392478,0.259553518,0.05046454
505,0.04517926,0.045022631,0.047236418,0.259112179,0.051563928
506,0.044039443,0.042769932,0.046946256,0.259183587,0.051830572
507,0.04415887,0.043929676,0.046904251,0.258710886,0.050903627
508,0.045073615,0.041912822,0.046744861,0.259137086,0.050444493
509,0.046429432,0.045216045,0.047026436,0.25922843,0.051599413
510,0.045401732,0.044613821,0.048418777,0.259172171,0.050893871
511,0.045056011,0.047984503,0.046692367,0.258968951,0.052378226
512,0.044859375,0.041251437,0.047549977,0.259099104,0.050665548
513,0.045261432,0.042815431,0.046794961,0.258838151,0.050494173
514,0.046276531,0.047141856,0.047752073,0.25906485,0.050626533
515,0.047367652,0.043199612,0.049413593,0.259521562,0.050437237
516,0.048025889,0.045936603,0.049854086,0.259251262,0.051626024
517,0.046993183,0.047830159,0.050206297,0.259699667,0.052901932
518,0.044882845,0.045185723,0.049107226,0.259095568,0.053103817
519,0.043773546,0.044533403,0.047446414,0.259840848,0.050659165
520,0.045053074,0.043479115,0.047935815,0.259199583,0.049762016
521,0.044894609,0.042732001,0.047324712,0.259307322,0.052961899
522,0.044727038,0.044013107,0.046870159,0.259206418,0.05309318
523,0.045030481,0.045097737,0.047416088,0.258551067,0.050647982
524,0.045616538,0.044537183,0.046821204,0.259996529,0.05214228
525,0.044052353,0.039933185,0.046843883,0.258877597,0.048134492
526,0.04471851,0.043539793,0.046477592,0.259506616,0.050852526
527,0.043970193,0.045276736,0.046802126,0.25912879,0.049543278
528,0.043771502,0.04392965,0.046972507,0.259071706,0.049250733
529,0.045058936,0.045363946,0.046689974,0.259450556,0.051194916
530,0.044552703,0.045239573,0.047297978,0.259240672,0.05217988
531,0.04528873,0.043671015,0.047347848,0.259423366,0.053346855
532,0.045499157,0.044161743,0.04710518,0.26012524,0.053020437
533,0.045356508,0.044255046,0.046956761,0.259019187,0.052166216
534,0.044137444,0.045238807,0.047269818,0.259103876,0.050829474
535,0.046986728,0.046958297,0.047114236,0.259459896,0.051192452
536,0.047905583,0.045508055,0.046763961,0.260212427,0.051915197
537,0.04489167,0.040800915,0.04752895,0.258916418,0.050702624
538,0.044672855,0.045152415,0.04703492,0.259225209,0.051286973
539,0.046086072,0.044241393,0.047436871,0.258890047,0.051576349
540,0.045751533,0.046004854,0.047379606,0.25900216,0.051530222
541,0.044165335,0.042732393,0.047555225,0.258982636,0.050895823
542,0.046212265,0.045360166,0.0470145,0.25915993,0.051453948
543,0.044943319,0.046249114,0.047883321,0.260261431,0.050905578
544,0.043532906,0.045352582,0.046959614,0.259230506,0.052688689
545,0.046670375,0.044672214,0.047164106,0.259277224,0.051705673
546,0.044707663,0.044905823,0.04684914,0.258537347,0.051816908
547,0.044950366,0.045618051,0.047057458,0.259388288,0.051968414
548,0.04640596,0.044764746,0.04839135,0.260189602,0.051248143
549,0.045734213,0.04488914,0.046426537,0.258898167,0.05198278
550,0.045396436,0.044025217,0.046162631,0.25915369,0.050990908
551,0.047441884,0.044659701,0.047358353,0.259306897,0.051126097
552,0.045264376,0.04513643,0.04740822,0.259054056,0.050735451
553,0.044665705,0.043758617,0.046909507,0.259030596,0.050482111
554,0.047090028,0.045735989,0.047486953,0.259044295,0.05105584
555,0.044313543,0.045367761,0.047346184,0.259041596,0.049953085
556,0.044642233,0.046907487,0.048202833,0.260631764,0.052788038
557,0.044998187,0.043821194,0.046922637,0.259379965,0.05103047
558,0.045411107,0.045830423,0.047639703,0.259234651,0.049837767
559,0.044501064,0.045986308,0.048626138,0.258898153,0.050975835
560,0.044554174,0.044021437,0.047568079,0.259110097,0.050797525
561,0.045065984,0.044909981,0.046124677,0.260049065,0.049445882
562,0.04661225,0.041777062,0.046704779,0.259026022,0.050029361
563,0.04726876,0.043501876,0.047348585,0.258973089,0.049083791
564,0.046870529,0.043341462,0.048885993,0.259341166,0.050685059
565,0.046960609,0.046429622,0.047766155,0.259056132,0.050783346
566,0.047041605,0.044893311,0.04890962,0.259131068,0.051254886
567,0.046115431,0.043505644,0.049944766,0.258854756,0.05089688
568,0.047025458,0.046123922,0.048823018,0.258786265,0.052246222
569,0.04606024,0.043883757,0.049232483,0.259181297,0.052367225
570,0.046358987,0.044578928,0.047968994,0.259901039,0.053368159
571,0.044783069,0.044863367,0.048124081,0.2594298,0.052575145
572,0.044920717,0.045619178,0.048124814,0.259320596,0.054217213
573,0.045895321,0.045538412,0.047773319,0.259869912,0.053183645
574,0.045873015,0.044296755,0.04785707,0.259062553,0.052267702
575,0.045064813,0.046581327,0.047716047,0.259485866,0.052566282
576,0.046147402,0.045519063,0.047185117,0.258144591,0.052004253
577,0.04546951,0.043725237,0.047402983,0.259210992,0.052544814
578,0.044741991,0.043426029,0.047444021,0.259415271,0.050770936
579,0.045437514,0.040930599,0.045807082,0.258360691,0.050377076
580,0.044078153,0.045343859,0.046791389,0.258706334,0.051096825
581,0.045596008,0.046835397,0.046379769,0.260156374,0.050432077
582,0.044423574,0.045627519,0.046552528,0.259421075,0.051473454
583,0.046438243,0.045071935,0.04677589,0.259728728,0.050872042
584,0.045627686,0.044188298,0.046502675,0.259274926,0.050802141
585,0.046005352,0.041443351,0.046801894,0.258902719,0.048596992
586,0.044395707,0.04348665,0.047622988,0.259091423,0.049605363
587,0.046086079,0.045573285,0.047132622,0.259026037,0.051502726
588,0.045487411,0.042754752,0.047644467,0.25917861,0.050549169
589,0.044319393,0.043577734,0.046907128,0.258964781,0.049931795
590,0.04489167,0.046015504,0.047437099,0.258793114,0.049961067
591,0.046059656,0.044385526,0.047126667,0.260154298,0.05182649
592,0.044714138,0.046040517,0.045717836,0.259163039,0.051247088
593,0.045669654,0.045873655,0.047290097,0.259286349,0.050562117
594,0.04679919,0.045743201,0.047935586,0.26104697,0.051134605
595,0.046902794,0.046128132,0.048261302,0.259302331,0.051323197
596,0.045909991,0.046213447,0.048646668,0.25920975,0.052509513
597,0.046841451,0.0456609,0.048358418,0.259069416,0.052417959
598,0.044524824,0.044427223,0.048212376,0.259363369,0.052436764
599,0.045576037,0.045502379,0.047912196,0.258713191,0.052540906
600,0.045856878,0.044363515,0.047636595,0.25932061,0.052115495
601,0.044820645,0.043704396,0.046350416,0.260633639,0.053311729
602,0.045161674,0.042155552,0.04773514,0.259081045,0.050267096
603,0.046108672,0.045573285,0.047552609,0.260204332,0.051629576
604,0.044345809,0.045728023,0.047429692,0.259249193,0.049238136
605,0.042719131,0.044392724,0.047828202,0.259482741,0.050070357
606,0.045962814,0.042872342,0.046296254,0.259207675,0.049202656
607,0.044584998,0.046737187,0.047324246,0.258724606,0.050542607
608,0.044317799,0.043488356,0.047142817,0.259405362,0.051542833
609,0.044774285,0.045288088,0.0474488,0.259294868,0.050547389
610,0.04469798,0.044412056,0.047424913,0.259404887,0.050277743
611,0.045291958,0.044747303,0.047710076,0.25918587,0.050171825
612,0.04479188,0.043338796,0.047210175,0.258508077,0.050112751
613,0.04347775,0.043967201,0.047387229,0.259238396,0.051258788
614,0.047609177,0.043778719,0.046790204,0.258804942,0.049248783
615,0.042732051,0.045352188,0.04629793,0.259288639,0.05014451
616,0.045556662,0.045385555,0.046568282,0.259306912,0.050232308
617,0.045528479,0.044666149,0.047224497,0.260208283,0.051439752
618,0.045625331,0.044468932,0.04736527,0.258541286,0.049805824
619,0.045227408,0.045060199,0.048557898,0.2592795,0.051465637
620,0.045141108,0.042072134,0.048090696,0.259176541,0.050574006
621,0.0452629,0.045160313,0.048284921,0.259350298,0.051617869
622,0.045434589,0.043266741,0.047310391,0.259224279,0.05170053
623,0.046144174,0.044192469,0.047510588,0.259482734,0.0508763
624,0.044920707,0.041384932,0.046888513,0.259402817,0.051007052
625,0.047124936,0.043126447,0.047914122,0.259226361,0.049779224
626,0.046250417,0.046744395,0.048534524,0.259496231,0.051608276
627,0.045017561,0.044618005,0.047796702,0.2592795,0.051489062
628,0.045560772,0.043782499,0.047673089,0.258931578,0.049908731
629,0.045724511,0.046470223,0.046696898,0.25923383,0.052554564
630,0.044853505,0.044449985,0.046184102,0.260135637,0.051986151
631,0.045188668,0.045377213,0.047032882,0.2592224,0.04958053
632,0.045243526,0.044238375,0.047410856,0.259423366,0.050009856
633,0.045998041,0.044446182,0.048057273,0.259465085,0.051377662
634,0.045073624,0.045257765,0.04832692,0.260397186,0.051132831
635,0.044452641,0.043846219,0.047738951,0.25874514,0.049244886
636,0.046361939,0.045451191,0.048028659,0.259265804,0.050962523
637,0.044701208,0.041939779,0.047591966,0.259231547,0.049666401
638,0.043984854,0.042330019,0.04770889,0.259051974,0.049012832
639,0.04530164,0.044626295,0.046872767,0.259277217,0.051545649
640,0.045237091,0.044914178,0.046715268,0.259338868,0.050288919
641,0.044369291,0.041654973,0.04801193,0.259419428,0.05085609
642,0.045133781,0.044350989,0.046969875,0.259389119,0.051071449
643,0.045123504,0.045648384,0.046962007,0.260274714,0.050621907
644,0.045722183,0.044040384,0.0474655,0.259338455,0.050217427
645,0.045760053,0.044217482,0.047668079,0.259443907,0.050579683
646,0.046831492,0.045781119,0.048644282,0.25937998,0.050306117
647,0.04532746,0.046441014,0.049237732,0.25905571,0.052234528
648,0.04649605,0.04519368,0.049817818,0.259108236,0.051198287
649,0.044815371,0.045394291,0.048656218,0.259307315,0.053850688
650,0.044881987,0.045439816,0.047253365,0.259423373,0.053717649
651,0.045358284,0.043179508,0.047997623,0.260025613,0.053064779
652,0.044633411,0.044701423,0.047116868,0.259348008,0.052925339
653,0.043814632,0.044423431,0.046794976,0.259512836,0.051173637
654,0.045004652,0.042386144,0.047447604,0.259332019,0.049420506
655,0.045863706,0.039061786,0.048245261,0.259681914,0.051334686
656,0.044260712,0.043854578,0.047401071,0.259413189,0.050683992
657,0.045510875,0.045811476,0.047708897,0.25952944,0.050455141
658,0.04468506,0.046712162,0.046801894,0.2593617,0.051075351
659,0.045053095,0.046691311,0.046596908,0.259371658,0.051129284
660,0.046147412,0.044893311,0.047229738,0.25949873,0.050651891
661,0.045443382,0.044472736,0.047281754,0.260486448,0.05035047
662,0.04526289,0.041760391,0.046996126,0.259028306,0.049713227
663,0.046447638,0.04601132,0.047019753,0.259382262,0.051245136
664,0.043946702,0.045257754,0.046909513,0.259444342,0.051556839
665,0.044874061,0.045553568,0.047522773,0.259296944,0.050923485
666,0.04427509,0.04511442,0.047059125,0.25939138,0.049211699
667,0.043166073,0.041738391,0.047854449,0.260168847,0.0508277
668,0.044707673,0.044221691,0.046250676,0.260067337,0.050347457
669,0.043403779,0.045128811,0.04599797,0.259643629,0.049914047
670,0.044701218,0.045627532,0.046752024,0.259208709,0.048749211
671,0.04422344,0.045448157,0.046689033,0.259325162,0.049543454
672,0.043885077,0.045011268,0.047997608,0.259265804,0.05064497
673,0.045449259,0.044438587,0.048334078,0.259535667,0.050171294
674,0.043787639,0.044772328,0.046195549,0.259131068,0.050029373
675,0.046083138,0.044480331,0.047009729,0.259487929,0.050375313
676,0.04478838,0.046382609,0.046534158,0.25980243,0.050821664
677,0.045097088,0.045068132,0.046897577,0.259110103,0.049653264
678,0.045337143,0.045673412,0.047379356,0.259560368,0.051143657
679,0.046192607,0.043149562,0.047219241,0.259147064,0.050351359
680,0.046091949,0.046118642,0.049197884,0.259054063,0.050946549
681,0.043794084,0.042895085,0.047967315,0.259108236,0.0518813
682,0.044507229,0.045068132,0.047930792,0.259128783,0.051952456
683,0.045252621,0.04576594,0.047711275,0.259365444,0.050464026
684,0.04658645,0.044918336,0.04761296,0.260252285,0.050708484
685,0.044090471,0.042982303,0.046694738,0.259062371,0.050861417
686,0.043955488,0.045731831,0.046599766,0.259503289,0.05096022
687,0.045550217,0.043516679,0.046696898,0.259386821,0.05072408
688,0.044856448,0.045777315,0.047520372,0.259732879,0.051787474
689,0.044936864,0.047830171,0.046822889,0.259914331,0.050614802
690,0.043306945,0.043065756,0.04681644,0.259394515,0.050595285
691,0.045173392,0.045458786,0.04659453,0.259301101,0.04950424
692,0.043219492,0.044513693,0.046615528,0.259418806,0.05112414
693,0.044580599,0.04441586,0.046706689,0.259365444,0.050224505
694,0.044391299,0.04353335,0.04721136,0.259430208,0.049894719
695,0.044846455,0.043766959,0.047704827,0.259204156,0.049900572
696,0.044962093,0.044051783,0.047417771,0.259170321,0.049690522
697,0.043890959,0.04415076,0.04638454,0.259363997,0.049272201
698,0.047503523,0.046126225,0.046871334,0.259288628,0.049692291
699,0.04637661,0.044457557,0.047639688,0.259257495,0.049889215
700,0.045698701,0.044805709,0.048001447,0.259313754,0.051434426
701,0.045384682,0.045777327,0.048255326,0.259390351,0.051120421
702,0.046228109,0.045631703,0.048232427,0.259517002,0.052490166
703,0.046186152,0.040759206,0.048135303,0.259263518,0.0513388
704,0.044345818,0.043547388,0.04784967,0.259147464,0.05117719
705,0.045330698,0.042469575,0.047266486,0.25918587,0.051974975
706,0.046021532,0.04496194,0.047174374,0.259496244,0.051336856
707,0.044166812,0.044351377,0.047923657,0.259535674,0.050455141
708,0.045789091,0.044100696,0.046610287,0.259151616,0.051721282
709,0.045772071,0.044927826,0.047632531,0.259608325,0.05090929
710,0.044139505,0.044321793,0.046872759,0.259462193,0.049625417
711,0.045324233,0.043191271,0.047468591,0.259309188,0.049968877
712,0.04474786,0.04176113,0.046888042,0.25929695,0.049440376
713,0.043242094,0.042928452,0.046552528,0.259341152,0.049358054
714,0.044322336,0.044309644,0.046921427,0.259101807,0.050634323
715,0.045540514,0.042991028,0.047326862,0.259393692,0.050470411
716,0.045692842,0.044730597,0.047606288,0.25972459,0.049642622
717,0.044536566,0.045494024,0.047762586,0.259144774,0.050304534
718,0.045777617,0.04554642,0.046203726,0.259752961,0.051271811
719,0.045035463,0.041397088,0.047801955,0.259272024,0.048863814
720,0.044104003,0.044417763,0.046980388,0.259772749,0.050839223
721,0.044821221,0.044082117,0.046763961,0.259315617,0.050228058
722,0.044278325,0.042841973,0.047198246,0.259195221,0.049553915
723,0.045511477,0.044501194,0.047636579,0.259343449,0.050679206
724,0.044636346,0.04390009,0.047405835,0.259568883,0.05079222
725,0.044772223,0.04611979,0.046279551,0.259137938,0.050657744
726,0.045534059,0.046103106,0.047067015,0.259318327,0.051594438
727,0.045819017,0.044131421,0.047489358,0.259087259,0.050478204
728,0.045592174,0.045840274,0.048332175,0.259512429,0.050206956
729,0.047001705,0.042955737,0.048338834,0.259081039,0.049867931
730,0.045053064,0.042202585,0.049416217,0.259055717,0.05130173
731,0.04585131,0.042060759,0.048472472,0.258987618,0.051450389
732,0.044830317,0.041931437,0.049135368,0.259377689,0.052244289
733,0.043997466,0.043620952,0.048326918,0.259622041,0.052021813
734,0.044985575,0.044616857,0.047844913,0.260146002,0.051491195
735,0.045149919,0.042720626,0.047649246,0.259267879,0.051131057
736,0.045776171,0.043508324,0.047654965,0.259085412,0.049779581
737,0.045331869,0.046387902,0.047102795,0.25957304,0.051132831
738,0.04527581,0.045727647,0.047017137,0.259222407,0.05060309
739,0.044260703,0.044374139,0.046983478,0.259595878,0.050291922
740,0.044142743,0.044134063,0.04652891,0.25897807,0.050702624
741,0.044139485,0.043871245,0.047442348,0.25953297,0.050552356
742,0.043157271,0.041124013,0.045914462,0.259477551,0.047999847
743,0.043390588,0.044204995,0.046951504,0.258774849,0.049270256
744,0.044067026,0.044647179,0.045900155,0.259361293,0.050843663
745,0.042370792,0.043206062,0.046315347,0.259406962,0.04889752
746,0.045253218,0.043921321,0.046465918,0.259192727,0.049746407
747,0.044771341,0.043164341,0.047081316,0.259344682,0.051448621
748,0.045337163,0.0431746,0.046901626,0.259176738,0.050134748
749,0.043903859,0.044242533,0.046463286,0.259156182,0.049254629
750,0.044448529,0.041582895,0.04660168,0.260031839,0.049708254
751,0.044317057,0.046128132,0.046888497,0.25972252,0.049760071
752,0.046086072,0.044620637,0.047711268,0.259124639,0.050668023
753,0.045582482,0.040746667,0.047040739,0.259608321,0.050245978
754,0.046191726,0.045955562,0.04749653,0.25976195,0.052280651
755,0.044846455,0.042519625,0.047618217,0.259407391,0.050314283
756,0.045426091,0.043163924,0.047332387,0.25940281,0.051365029
757,0.045537281,0.045344999,0.04818614,0.259390364,0.050856079
758,0.044665687,0.047108484,0.047412999,0.259095587,0.049713586
759,0.045559899,0.044759842,0.04661816,0.259475899,0.050995339
760,0.045707512,0.045356374,0.047226875,0.2589461,0.050825915
761,0.045385575,0.044313451,0.047757354,0.258783975,0.049619551
762,0.045666408,0.042379311,0.046145923,0.259421485,0.050621901
763,0.043942578,0.045202035,0.046996134,0.259345725,0.049436127
764,0.045308085,0.045673425,0.046938391,0.259103677,0.049621521
765,0.044184407,0.044715465,0.047847284,0.259365457,0.051162989
766,0.044959477,0.045710976,0.047124741,0.259099097,0.050616759
767,0.044856439,0.041954567,0.046663723,0.259494156,0.050180168
768,0.043929669,0.045018464,0.047623474,0.260147246,0.05109877
769,0.045995088,0.042580308,0.046761561,0.259388282,0.049268294
770,0.045601847,0.044134076,0.047599839,0.25898036,0.050971926
771,0.046153857,0.044947545,0.04616669,0.26022717,0.05096803
772,0.045388822,0.045773527,0.046458037,0.25906485,0.051249033
773,0.045094154,0.044924022,0.047136195,0.259338455,0.050217415
774,0.044062025,0.041364078,0.046967258,0.260323083,0.049910327
775,0.044269523,0.043395684,0.047747054,0.259525296,0.050730124
776,0.044139515,0.044918336,0.047801959,0.259567231,0.051682254
777,0.044181493,0.04222761,0.047077496,0.259391402,0.050296723
778,0.0440943,0.041301488,0.047132622,0.258768,0.049010697
779,0.046379851,0.042749064,0.046762522,0.259487307,0.049590291
780,0.045654672,0.046194512,0.046623166,0.25953568,0.050669797
781,0.04600861,0.044726436,0.048649773,0.259580923,0.050591395
782,0.044921034,0.044199672,0.048582238,0.259506622,0.051367014
783,0.045395257,0.045252073,0.047843948,0.259510139,0.05322587
784,0.045613595,0.045204669,0.047272219,0.259444342,0.051879712
785,0.046350773,0.045164471,0.047014504,0.259167605,0.049961067
786,0.045716643,0.047242876,0.047247807,0.260229969,0.051054979
787,0.044868184,0.044313436,0.048169425,0.258933653,0.050288385
788,0.045584254,0.045640801,0.048011944,0.25944848,0.051448621
789,0.044536556,0.046795619,0.048198303,0.260473805,0.052942905
790,0.04522328,0.044389282,0.047501286,0.259525296,0.051842454
791,0.044798042,0.04623243,0.046066942,0.259466752,0.052378925
792,0.044111037,0.044503058,0.047002564,0.259323939,0.050534968
793,0.04526291,0.043416512,0.046770386,0.259615191,0.051264653
794,0.045559889,0.044242546,0.046439659,0.259382269,0.050745548
795,0.045472732,0.045291891,0.04579276,0.259809688,0.051579902
796,0.045196865,0.041681491,0.047644467,0.259294862,0.050513689
797,0.044694743,0.046395121,0.046423913,0.260633646,0.05167445
798,0.043386184,0.043839399,0.046575444,0.259618709,0.049931801
799,0.045049846,0.045193668,0.046828138,0.259850382,0.0495376
800,0.045498547,0.045652558,0.045770338,0.25941424,0.051217809
801,0.041437519,0.037388459,0.046953257,0.259105963,0.047524973
